T: T: Genes,C: Winner MOCK,endosome-vesicle,protein-complex,PM,ER,Cytoplasm,Mitochondria,Nucleus,Translation,Lysosome,Peroxisome,Golgi apparatus,LD,T: T: Protein Ids,T: T: Protein Names,T: T: Protein Group,T: T: First Protein Description
EIF4A1;EIF4A2;EIF4A3,Translation,-1.01756,-0.924839,-4.39288,-2.4356,-1.12555,-1.69559,-1.83527,0.232204,-3.46204,-2.15048,-1.26361,-1.64952,P60842;P38919;Q14240;J3KT12;J3KSZ0;J3KTN0;P60842-2;E7EQG2;Q14240-2;I3L3H2;J3QL43;J3QL52;J3QS69,IF4A1_HUMAN;IF4A2_HUMAN;IF4A3_HUMAN,P38919;P60842;Q14240;Q14240-2,Eukaryotic initiation factor 4A-III
GTF2F2,protein-complex,-0.998404,0.495836,-2.73997,-2.36184,-2.02475,-1.40812,-0.519449,-0.992721,-3.1812,-1.98522,-1.83634,-1.96241,P13984,T2FB_HUMAN,P13984,General transcription factor IIF subunit 2
MCM2,protein-complex,-0.361388,0.254478,-2.53414,-2.31176,-1.05753,-1.49842,-1.03083,-2.36598,-3.2454,-2.05077,-1.48057,-1.91273,P49736;H0Y8E6,MCM2_HUMAN,P49736,DNA replication licensing factor MCM2
NIPBL,protein-complex,-1.4002,0.861344,-2.03626,-1.87784,-0.373212,-1.26509,-1.75587,-2.23362,-3.19746,-1.9275,-1.17459,-1.85628,Q6KC79;A0A590UJS4;Q6KC79-2,NIPBL_HUMAN,Q6KC79,Nipped-B-like protein
PRPF6,protein-complex,-1.93682,0.9343,-2.07702,-1.42123,-0.319936,-1.16481,-2.43471,-2.32906,-2.94975,-2.04289,-1.5748,-1.67172,O94906;O94906-2,PRP6_HUMAN,O94906,Pre-mRNA-processing factor 6
MAGOH;MAGOHB,protein-complex,-1.91686,1.07278,-2.29041,-1.65576,-2.43231,-0.892563,-1.44863,-3.05613,-3.07745,-2.01542,-1.76648,-1.93707,Q96A72;P61326;P61326-2;F5H6P7,MGN2_HUMAN;MGN_HUMAN,P61326;Q96A72,Protein mago nashi homolog
MCM3AP,protein-complex,-1.88734,2.15892,-2.35661,-2.06889,-2.3768,-1.11067,-1.42698,-3.32602,-3.00091,-2.01443,-1.5491,-1.78183,O60318,GANP_HUMAN,O60318,Germinal-center associated nuclear protein
SENP8,Cytoplasm,-0.87388,-1.75663,-3.18647,-2.31682,1.47873,-1.45156,-1.24038,-2.05071,-3.65001,-2.11195,-1.32107,-1.03692,Q96LD8;H3BTK5;H3BTJ8;H3BS71,SENP8_HUMAN,Q96LD8,Sentrin-specific protease 8
ARHGEF10,Cytoplasm,-1.79527,-0.733613,-2.12595,-2.0535,1.0559,-1.84004,-1.76737,-3.41672,-3.26447,-2.04795,-2.05358,-1.94239,O15013;E9PB39;H0YAN8;O15013-4;O15013-5;O15013-6;O15013-7,ARHGA_HUMAN,O15013;O15013-4;O15013-5;O15013-6;O15013-7,Rho guanine nucleotide exchange factor 10
POLR2H,Cytoplasm,-1.58942,-1.12594,-1.88427,-2.04976,1.52901,-1.26588,-1.54054,-2.16181,-3.48427,-2.14127,-1.54517,-0.82925,P52434;C9JLU1;P52434-3;P52434-4,RPAB3_HUMAN,P52434,"DNA-directed RNA polymerases I, II, and III subunit RPABC3"
RANGAP1,Cytoplasm,-1.61781,-1.8417,-2.16223,-1.83342,1.48084,-1.04242,-1.29995,-2.48462,-3.09749,-2.0202,-1.86855,-1.72831,P46060,RAGP1_HUMAN,P46060,Ran GTPase-activating protein 1
MAPK12,Cytoplasm,-2.21518,-1.36983,-1.54308,-2.13064,1.46172,-1.96196,-1.72554,-2.42005,-3.29407,-2.07759,-2.20319,-1.39653,P53778;P53778-2;B5MDL5,MK12_HUMAN,P53778;P53778-2,Mitogen-activated protein kinase 12
EEF2;EFTUD2,Cytoplasm,-1.42675,-3.04688,-2.35583,-1.91691,1.02143,-0.965503,-0.761734,-0.841787,-2.6616,-2.0009,-1.41115,-1.85477,P13639;Q15029;K7EJ74;Q15029-2;Q15029-3;K7EP67,EF2_HUMAN;U5S1_HUMAN,P13639;Q15029;Q15029-2,Elongation factor 2
DCLK1,Cytoplasm,-1.32233,-2.48648,-2.10643,-2.23043,0.601459,-0.982346,-1.39228,-0.575268,-2.87214,-1.98711,-2.04384,-1.8528,O15075;Q5VZY9;O15075-2,DCLK1_HUMAN,O15075;O15075-2,Serine/threonine-protein kinase DCLK1
U2SURP,Mitochondria,-1.81604,-2.34087,-1.43018,-3.09345,-1.41525,0.323592,-0.443272,-2.12204,-3.00882,-2.45337,-0.847949,-1.42677,O15042;C9J5L1;E7EW00;E7ET15;H0Y8D9;O15042-2,SR140_HUMAN,O15042;O15042-2,U2 snRNP-associated SURP motif-containing protein
RPP30,Mitochondria,-1.56883,-0.717496,-2.0689,-3.102,-0.428267,0.484826,-0.837538,-2.3985,-4.16923,-2.23478,-2.03989,-1.57385,P78346;Q5VU10;P78346-2,RPP30_HUMAN,P78346;P78346-2,Ribonuclease P protein subunit p30
PELP1,Mitochondria,-1.66605,-2.08217,-2.40236,-2.25746,-0.951562,1.82693,-0.913787,-1.93254,-3.82793,-2.73299,-1.36031,-1.45973,Q8IZL8;E7EV54;C9JFV4,PELP1_HUMAN,Q8IZL8,"Proline-, glutamic acid- and leucine-rich protein 1"
TTC5,Mitochondria,-1.56686,-1.69864,-2.35075,-1.86148,-0.642131,1.30157,-2.0362,-2.5298,-3.91042,-2.13235,-1.76602,-1.42219,Q8N0Z6,TTC5_HUMAN,Q8N0Z6,Tetratricopeptide repeat protein 5
SRRT,ER,-2.76449,-1.80989,-1.33548,1.10466,-1.98285,-2.19752,-0.36745,-1.79403,-5.02215,-2.16684,-1.21604,-1.42654,Q9BXP5;H7C3A1;Q9BXP5-2;Q9BXP5-3;Q9BXP5-4;Q9BXP5-5,SRRT_HUMAN,Q9BXP5;Q9BXP5-2;Q9BXP5-3;Q9BXP5-4;Q9BXP5-5,Serrate RNA effector molecule homolog
PRKDC,Nucleus,-1.6251,-1.72294,-2.26097,0.230911,-1.41599,-2.64671,1.27388,-1.84045,-3.76305,-2.26863,-1.36545,-1.6496,P78527;P78527-2,PRKDC_HUMAN,P78527,DNA-dependent protein kinase catalytic subunit
CASC3,Cytoplasm,-1.55264,-1.34503,-2.4265,-0.371655,0.16745,-2.1899,-0.144667,-2.55316,-3.7614,-2.54368,-1.34264,-0.712985,O15234;J3KSY7,CASC3_HUMAN,O15234,Protein CASC3
DTX3L,ER,-1.44361,-2.85556,-1.02127,1.15057,-1.43669,-1.23395,-1.86381,-2.23516,-2.73602,-3.30367,-1.29863,-0.863685,Q8TDB6,DTX3L_HUMAN,Q8TDB6,E3 ubiquitin-protein ligase DTX3L
DDX5,Nucleus,-1.95567,-2.45435,-2.48995,-2.70292,-2.15511,-1.07164,0.584381,-0.696224,-3.78779,-2.47028,-2.18662,-1.3575,P17844;J3KTA4;J3KTQ4;X6RLV5;P17844-2;J3QR02;J3QRQ7;A0A7I2V2S0;A0A7I2V507,DDX5_HUMAN,P17844,Probable ATP-dependent RNA helicase DDX5
EXOSC1,Nucleus,-1.70945,-2.83467,-2.80416,-2.44504,-2.32988,-2.05101,0.672938,-0.571559,-3.19856,-2.15259,-1.92476,-1.57348,Q9Y3B2;R4GNH9;R4GMQ7;B1AMU3;B1AMU4,EXOS1_HUMAN,Q9Y3B2,Exosome complex component CSL4
ILF2,Nucleus,-1.92983,-1.56697,-1.61739,-2.3357,-2.24226,-2.11496,0.444689,-0.385409,-3.51444,-2.68679,-1.94513,-1.30003,Q12905;B4DY09,ILF2_HUMAN,Q12905,Interleukin enhancer-binding factor 2
ILF3,Nucleus,-1.81662,-1.98197,-2.01058,-2.93028,-2.066,-2.10599,0.3309,0.161528,-3.42313,-2.52478,-2.02727,-1.51315,Q12906;Q12906-4;Q12906-5;Q12906-6;Q12906-7;Q12906-2;Q12906-3;K7EQR9,ILF3_HUMAN,Q12906-7,"Isoform of Q12906, Isoform 7 of Interleukin enhancer-binding factor 3"
HNRNPL;HNRNPLL,Nucleus,-2.04504,-1.90051,-2.20141,-2.6877,-2.06761,-2.18754,0.853898,0.143746,-3.70538,-2.69372,-1.79973,-1.52752,P14866;Q8WVV9;C9IYN3;V9GYK2;P14866-2;M0QXS5;H7C464;A0A3B3ITJ4;Q8WVV9-4;Q8WVV9-5;B7WPG3;M0QYT0,HNRLL_HUMAN;HNRPL_HUMAN,P14866;Q8WVV9;Q8WVV9-4,Heterogeneous nuclear ribonucleoprotein L
HNRNPAB,Translation,-1.74683,-1.85925,-1.84112,-2.85302,-2.05964,-2.84703,0.278871,1.08932,-3.1315,-2.39615,-1.71646,-1.58852,Q99729;D6RD18;D6RBZ0;D6R9P3;Q99729-2;Q99729-3;Q99729-4,ROAA_HUMAN,Q99729-2;Q99729-3,"Isoform of Q99729, Isoform 2 of Heterogeneous nuclear ribonucleoprotein A/B"
TARBP2,Translation,-1.44896,-2.52458,-3.5114,-2.1343,-1.60324,-1.17383,-1.55508,1.25243,-3.41648,-2.04657,-1.3746,-1.62623,Q15633;Q15633-2;F8VZ57;F8VZZ7;F8VYK3;F8VYK6;F8VTT7;F8VP94,TRBP2_HUMAN,Q15633-2,"Isoform of Q15633, Isoform 2 of RISC-loading complex subunit TARBP2"
HNRNPU,Translation,-1.46383,-2.58563,-3.50645,-2.12074,-1.39998,-1.52129,-0.81409,0.620271,-3.57878,-2.31582,-1.73586,-1.47368,Q00839;Q00839-2;A0A1X7SBS1;A0A1W2PP34;A0A1W2PP35;A0A1W2PPS1;A0A1W2PQ74;A0A1W2PPH7;A0A1W2PPL4;A0A1W2PQL0;A0A1W2PQD4;A0A1W2PRZ7;Q5RI18,HNRPU_HUMAN,Q00839;Q00839-2,Heterogeneous nuclear ribonucleoprotein U
HNRNPU,Translation,-1.45837,-2.49356,-3.34875,-2.91978,-2.04226,-2.24348,-0.351398,0.32261,-3.29883,-2.13214,-1.86884,-1.61155,Q00839,HNRPU_HUMAN,Q00839,Heterogeneous nuclear ribonucleoprotein U
DDX17;DDX3X;DDX3Y;DDX5,Translation,-1.45283,-3.52269,-3.51298,-2.76631,-1.57425,-1.29241,0.0410982,0.631177,-3.63514,-2.23342,-1.9038,-1.49707,O15523;P17844;Q92841;O00571;J3KRZ1;J3KTA4;A0A2R8Y7T2;A0A2R8Y4A4;A0A2R8Y645;A0A2R8Y5G6;A0A5H1ZRQ2;A0A1X7SBZ2;A0A2R8YDT5;A0A2R8YDH3;A0A2R8YCW1;A0A2R8YFS5;A0A2R8YFR4;A0A2R8YF78;A0A2U3TZJ9;F6S8Q4;Q92841-1;Q92841-2;Q92841-3;A0A0D9SG12;A0A0D9SF53;A0A0D9SFB3;O00571-2;P17844-2;J3QSF1;A0A0G2JLI4;O15523-2;A0A7I2V2S0;A0A7I2V507;A0A7I2V5F5,DDX17_HUMAN;DDX3X_HUMAN;DDX3Y_HUMAN;DDX5_HUMAN,O00571;O15523;P17844;Q92841;Q92841-3,ATP-dependent RNA helicase DDX3X
SF3A1,Nucleus,-1.85884,-1.69191,-1.86029,-2.31709,-1.23275,-0.376698,0.747347,-2.59434,-4.21981,-2.6233,-1.29614,-1.47783,Q15459;Q15459-2,SF3A1_HUMAN,Q15459,Splicing factor 3A subunit 1
NFIC,Nucleus,-2.0023,-2.14989,-1.93084,-3.01713,-1.14067,-1.16037,0.588587,-1.29305,-4.11001,-2.32446,-2.31442,-1.64275,P08651-2;P08651-3;P08651-4;Q12857-3;A0A1B0GU97;A0A1B0GW37;A0A8V8TQG7;Q14938-4;Q14938-6,NFIC_HUMAN,P08651-2;P08651-3;P08651-4,"Isoform of P08651, Isoform 1 of Nuclear factor 1 C-type"
UBTF,Nucleus,-2.2099,-1.54318,-1.96394,-3.11638,-1.6642,-0.29568,0.804312,-1.37959,-4.35193,-2.35525,-1.79594,-1.46602,P17480;P17480-2;E9PMM2;E9PKP7,UBF1_HUMAN,P17480;P17480-2,Nucleolar transcription factor 1
ADAR,Nucleus,-2.29536,-1.78451,-1.43795,-2.48784,-0.941088,-0.630534,0.511569,-1.64686,-4.38538,-2.47864,-1.75143,-1.42653,P55265;A0A7P0Z4K3;A0A7P0Z4F9;A0A3B3IRQ9;A0A3B3ISU1;A0A3B3ISX1;P55265-2;P55265-3;P55265-4;P55265-5,DSRAD_HUMAN,P55265;P55265-2;P55265-3;P55265-4,Double-stranded RNA-specific adenosine deaminase
TRMT1L,Nucleus,-1.69023,-3.24315,-2.33506,-2.70408,-1.70507,-0.964299,1.21886,-1.93208,-3.44983,-2.38809,-1.8429,-1.49714,Q7Z2T5,TRM1L_HUMAN,Q7Z2T5,TRMT1-like protein
TRMT6,Nucleus,-1.53069,-2.74174,-2.57048,-3.35162,-0.766674,-0.563661,0.791816,-1.78361,-3.50365,-2.05726,-1.73561,-1.69993,Q9UJA5;Q9UJA5-2;Q9UJA5-3;Q9UJA5-4,TRM6_HUMAN,Q9UJA5,tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6
HNRNPUL1,Nucleus,-2.03074,-2.62893,-2.43018,-3.27756,-2.17021,-1.69251,1.58709,-1.3688,-3.60721,-2.2746,-2.29195,-1.57722,Q9BUJ2;Q9BUJ2-2;Q9BUJ2-3;Q9BUJ2-4;B7Z4B8;M0R3F1;M0QYZ0;A0A0A0MRA5,HNRL1_HUMAN,Q9BUJ2;Q9BUJ2-2;Q9BUJ2-4,Heterogeneous nuclear ribonucleoprotein U-like protein 1
USP39,Nucleus,-2.18232,-2.37728,-2.12857,-2.73443,-1.27496,-1.43921,1.60599,-1.79516,-3.66588,-2.33154,-1.58592,-1.42207,Q53GS9;B9A018;Q53GS9-2;Q53GS9-3;A0A087X1B2,SNUT2_HUMAN,Q53GS9,U4/U6.U5 tri-snRNP-associated protein 2
RBM39,Nucleus,-2.14318,-2.3779,-1.9082,-3.12826,-1.03058,-1.52846,1.68445,-1.7442,-4.0084,-2.3013,-2.03075,-1.66087,Q14498;A0A0U1RQH7;Q14498-2;Q14498-3;H0Y4X3;G3XAC6;Q5QP23,RBM39_HUMAN,Q14498;Q14498-2,RNA-binding protein 39
NFIC;NFIX,Nucleus,-2.15076,-2.41349,-1.77391,-3.21188,-1.13334,-1.21774,1.60173,-1.72993,-4.21306,-2.40854,-2.07178,-1.61393,Q14938;Q12857;O00712;P08651;A0A2R8Y7V8;K7EJB0;P08651-2;P08651-3;P08651-4;P08651-5;P08651-6;C9JWJ8;A0A286YEX4;Q12857-2;Q12857-3;Q12857-4;B4DHW2;A0A1B0GU97;A0A1B0GWI9;A0A1B0GWJ4;A0A1B0GW37;O00712-2;O00712-4;O00712-5;A0A590UK73;A0A590UK09;A0A590UJ82;A0A0A0MRX8;Q5W0Y9;Q5VW26;Q5VW27;Q5VW30;A0A8V8TQG7;A0A8V8TQI3;A0A8V8TQV0;A0A8V8TPN0;A0A8V8TP49;A0A8V8TP65;U3KQE8;A0A8J8YL86;U3KPY9;B1AKN5;B1AKN6;B1AKN7;B1AKN8;K7EKH0;S4R3K4;S4R3W2;K7EN08;Q14938-2;Q14938-3;Q14938-4;Q14938-5;Q14938-6;S4R308;K7ESG9;A0A8I5KYE6;A0A087WXP2,NFIC_HUMAN;NFIX_HUMAN,P08651;P08651-2;P08651-3;P08651-4;P08651-5;P08651-6;Q14938-3,Nuclear factor 1 C-type
DDX17,Nucleus,-1.90983,-2.58389,-1.81369,-3.56421,-0.995724,-1.13969,1.50146,-1.6038,-4.24206,-2.40903,-2.24276,-1.59021,Q92841;A0A1X7SBZ2;Q92841-1;Q92841-2,DDX17_HUMAN,Q92841,Probable ATP-dependent RNA helicase DDX17
NFIX,Nucleus,-2.09604,-2.27146,-2.01359,-3.1917,-1.88485,-0.798805,1.6468,-1.92245,-3.92213,-2.42369,-2.34231,-1.40016,Q14938;C9JWJ8;B4DHW2;A0A8J8YL86;K7EN08;Q14938-2;Q14938-3;Q14938-4;Q14938-5;Q14938-6;A0A8I5KYE6;A0A087WXP2,NFIX_HUMAN,Q14938-3,"Isoform of Q14938, Isoform 3 of Nuclear factor 1 X-type"
DDX39A;DDX39B,Nucleus,-0.981034,-2.02235,-2.47197,-2.9093,-1.54372,-1.2233,1.89543,-1.72326,-3.34505,-2.0639,-1.85781,-1.76699,Q13838;O00148;Q13838-2;Q5STU3;H0Y400;A0A140T9X3;A0A0G2JJZ9,DX39A_HUMAN;DX39B_HUMAN,O00148;Q13838,ATP-dependent RNA helicase DDX39A
MAGOH,Cytoplasm,-1.25427,-0.986418,-2.49972,-2.51241,0.294543,-1.6527,-0.713359,-2.22472,-3.11855,-2.01422,-1.62175,-1.5689,P61326;P61326-2,MGN_HUMAN,P61326,Protein mago nashi homolog
TRIP13,Cytoplasm,-1.22946,-1.2859,-2.2841,-3.00203,0.584333,-1.63487,-0.563589,-2.29818,-3.98766,-2.20519,-2.00027,-1.65161,Q15645,PCH2_HUMAN,Q15645,Pachytene checkpoint protein 2 homolog
DDX56,Nucleus,-2.20752,-0.685875,-2.24632,-2.21906,-0.377354,-1.69071,0.0283288,-2.21765,-3.66862,-2.18863,-2.21893,-1.61454,Q9NY93;F8WDT8;G3V0G3;Q9NY93-2;H7C3E9,DDX56_HUMAN,Q9NY93;Q9NY93-2,Probable ATP-dependent RNA helicase DDX56
RBBP4;RBBP7,Nucleus,-1.65711,-1.07177,-2.02907,-2.54424,-0.672901,-1.57254,0.759436,-2.34115,-3.3457,-2.06397,-2.06157,-1.66517,Q16576;Q09028;E9PC52;Q09028-2;Q09028-3;Q16576-2;C9JAJ9;E9PNS2;E9PNS6;E9PIC4,RBBP4_HUMAN;RBBP7_HUMAN,Q09028;Q09028-3;Q16576,Histone-binding protein RBBP4
HDGFL2;HDGFL3,Nucleus,-1.44627,-0.783623,-1.73814,-2.72437,-0.399398,-1.10928,0.231777,-2.13911,-3.42258,-2.09295,-1.97197,-1.63724,Q7Z4V5;Q9Y3E1;Q7Z4V5-2;Q7Z4V5-3;Q7Z4V5-4;M0R0J3,HDGR2_HUMAN;HDGR3_HUMAN,Q7Z4V5;Q9Y3E1,Hepatoma-derived growth factor-related protein 2
HDGF;HDGFL2;HDGFL3;PSIP1,Nucleus,-1.27942,-1.14036,-1.68658,-2.57359,-0.241933,-1.16467,0.0003247,-2.21294,-3.38741,-2.10011,-2.04499,-1.76936,Q7Z4V5;P51858;Q9Y3E1;O75475;Q7Z4V5-2;Q7Z4V5-3;Q7Z4V5-4;O75475-2;O75475-3;H3BPQ6;M0R0J3,HDGF_HUMAN;HDGR2_HUMAN;HDGR3_HUMAN;PSIP1_HUMAN,O75475;P51858;Q7Z4V5;Q9Y3E1,PC4 and SFRS1-interacting protein
MAGOHB,Nucleus,-0.87027,-1.8493,-2.35614,-2.07519,-0.773283,-1.18076,0.780928,-2.30625,-3.03052,-1.99311,-1.78974,-1.79519,Q96A72;F5H6N1;F5H124,MGN2_HUMAN,Q96A72,Protein mago nashi homolog 2
EFTUD2,Nucleus,-1.20012,-1.50984,-2.41791,-2.23336,-0.567179,-1.97324,0.62795,-1.42269,-3.13377,-2.03638,-1.88379,-1.8249,Q15029;Q15029-2;Q15029-3,U5S1_HUMAN,Q15029;Q15029-2,116 kDa U5 small nuclear ribonucleoprotein component
DDX39A,Nucleus,-0.943985,-1.83348,-2.41339,-2.84021,-0.522794,-0.641281,0.131092,-2.07778,-3.39428,-2.07068,-1.92219,-1.57819,O00148;A0A0D9SEM9;K7EQN7;O00148-2;O00148-3,DX39A_HUMAN,O00148,ATP-dependent RNA helicase DDX39A
SMARCE1,Nucleus,-2.32953,-0.245073,-1.34717,-1.32816,-1.8569,-2.0939,0.630562,-0.143789,-4.62428,-3.14636,-1.18062,-1.31854,Q969G3;J3KT85;A0A2R8Y7U4;A0A2R8Y855;A0A2R8Y7I9;A0A2R8Y765;Q969G3-2;Q969G3-3;Q969G3-4;Q969G3-5;Q969G3-6;A0A2R8Y4T4;A0A2R8YD78;A0A2R8YES3;A0A2U3TZQ7;B4DGM3;J3QKS7;J3QR61,SMCE1_HUMAN,Q969G3;Q969G3-2;Q969G3-3;Q969G3-4;Q969G3-5;Q969G3-6,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1
LYAR,Nucleus,-2.80566,-0.971278,-1.01623,-0.525583,-1.72308,-2.073,0.540615,-1.39169,-5.00215,-2.40675,-1.99258,-1.44188,Q9NX58,LYAR_HUMAN,Q9NX58,Cell growth-regulating nucleolar protein
BCL2L2,Nucleus,-2.47412,-0.28775,-1.76276,-2.49933,-1.12238,-1.58301,0.553638,-1.3332,-5.02242,-2.63305,-2.09781,-1.43773,Q92843;Q92843-2;G3V5A9;G3V4B7;G3V3B7;G3V3G8;A0A7I2V383,B2CL2_HUMAN,Q92843-2,"Isoform of Q92843, Isoform 3 of Bcl-2-like protein 2"
RBFOX1;RBFOX2,Nucleus,-2.51646,-1.18143,-1.59353,-1.66995,-1.93258,-1.00034,0.969168,-1.44971,-4.73919,-2.59258,-1.37974,-1.47349,O43251;Q9NWB1;A6NFN3;B0QYV1;B0QYY4;B0QYY7;A0A6Q8PFM4;A0A6Q8PGE0;A0A6Q8PHA3;A0A6Q8PH77;F8VZG9;F8VZY7;A0A286YEU2;F8VR27;B7Z1U7;A0A0G2JSB3;A0A0G2JRA5;Q9NWB1-2;Q9NWB1-3;Q9NWB1-4;Q9NWB1-5;A0A804HJM2;A0A804HKG7;O43251-2;O43251-4;O43251-6;O43251-5;O43251-7;O43251-8;O43251-9;S4R469;A0A3B3ITL7;A6NFN3-2;A0A8Q3WKT3;A0A8Q3SI31;A0A8Q3SI58;A0A8Q3SI75;A0A8I5KWJ3;A0A087X2B1;A0A8Q3SI19;A0A8Q3SI20;I3L1D4;J3QQZ2;J3QRF4;O43251-10,RFOX1_HUMAN;RFOX2_HUMAN,O43251-6;O43251-8;Q9NWB1-4,"Isoform of O43251, Isoform 6 of RNA binding protein fox-1 homolog 2"
RBFOX2,Nucleus,-2.51646,-1.18143,-1.59353,-1.66995,-1.93258,-1.00034,0.969168,-1.44971,-4.73919,-2.59258,-1.37974,-1.47349,O43251;B0QYV1;A0A0G2JRD1;A0A0G2JRA5;O43251-2;O43251-3;O43251-6;O43251-5;O43251-8;S4R3K7;A0A8Q3WKT3;A0A8Q3SI58;O43251-10,RFOX2_HUMAN,O43251-6;O43251-8,"Isoform of O43251, Isoform 6 of RNA binding protein fox-1 homolog 2"
CSTF2,Nucleus,-3.04933,-1.8735,-0.584784,-1.6021,-1.05533,-2.48309,1.20483,-1.41946,-4.71708,-2.29826,-0.397213,-1.45478,P33240;E7EWR4;A0A0A0MT56;E9PID8;P33240-2,CSTF2_HUMAN,P33240;P33240-2,Cleavage stimulation factor subunit 2
ATRX,Nucleus,-2.30878,-2.24829,-1.67912,-1.8204,-1.05184,-2.48209,1.14206,-1.47025,-5.063,-2.02791,0.130343,-1.56574,P46100;P46100-2;P46100-3;P46100-4;P46100-5;A0A6Q8PHA4,ATRX_HUMAN,P46100;P46100-2;P46100-3;P46100-4;P46100-5,Transcriptional regulator ATRX
CSTF2;CSTF2T,Nucleus,-2.65297,-1.62182,-1.39976,-1.71378,-0.988736,-2.44037,0.664118,-1.69475,-5.16845,-1.95732,-0.420839,-1.53829,Q9H0L4;P33240;E7EWR4;E9PID8;P33240-2,CSTF2_HUMAN;CSTFT_HUMAN,P33240;P33240-2;Q9H0L4,Cleavage stimulation factor subunit 2
SUPT6H,Nucleus,-2.24169,-0.584572,-1.94781,-1.92288,-1.37622,-3.60035,1.93828,-1.86691,-4.38153,-2.04484,-2.60761,-1.67626,Q7KZ85;Q7KZ85-2,SPT6H_HUMAN,Q7KZ85,Transcription elongation factor SPT6
TP53BP1,Nucleus,-2.48983,-1.63472,-1.48073,-1.23938,-1.91733,-3.65912,2.47921,-1.43712,-4.54506,-2.1216,-1.82014,-1.46362,Q12888;Q12888-2;Q12888-3;A6NNK5;M0R142,TP53B_HUMAN,Q12888;Q12888-2;Q12888-3,TP53-binding protein 1
SNRPA1,Nucleus,-2.40571,-1.67326,-1.5115,-0.96234,-1.61503,-3.77668,2.14189,-1.63796,-4.90443,-2.1725,-2.06208,-1.58129,P09661;H0YKK0,RU2A_HUMAN,P09661,U2 small nuclear ribonucleoprotein A'
BAZ1B,Nucleus,-2.53634,-1.73696,-1.32488,-0.848917,-2.13529,-3.16959,2.32236,-1.36486,-4.25406,-2.20433,-1.46057,-1.38805,Q9UIG0;Q9UIG0-2,BAZ1B_HUMAN,Q9UIG0-2,"Isoform of Q9UIG0, Isoform 2 of Tyrosine-protein kinase BAZ1B"
HNRNPDL,Nucleus,-2.06667,-1.74299,-2.02847,-3.64216,-0.111122,-2.64815,1.00023,-0.653629,-3.91271,-2.72108,-1.97249,-1.46209,O14979;A0A087WUK2,HNRDL_HUMAN,O14979,Heterogeneous nuclear ribonucleoprotein D-like
CTBP1;CTBP2,Nucleus,-1.99769,-1.4458,-0.817213,-1.43599,-1.30099,-3.10773,0.653997,-1.54548,-4.03406,-2.36492,-1.53336,-1.73891,P56545;Q13363;E7ESU7;D6RAX2;H0Y8U5;P56545-2;P56545-3;A0A087WYL1;Q13363-2,CTBP1_HUMAN;CTBP2_HUMAN,P56545-2;Q13363;Q13363-2,"Isoform of P56545, Isoform 2 of C-terminal-binding protein 2"
GTF2I,Nucleus,-2.44479,-1.25716,-1.06126,-0.81286,-1.29024,-3.3216,0.717839,-2.01755,-4.00918,-2.64719,-2.08276,-1.30714,P78347;C9J6M0;A0A494C1K3;P78347-2;P78347-3;P78347-4;P78347-5;A0A8I5KVB5,GTF2I_HUMAN,P78347;P78347-2;P78347-3;P78347-4,General transcription factor II-I
TOR1AIP1,Nucleus,-2.42449,-0.920582,-1.25976,-1.35849,-1.61095,-2.65091,0.886798,-1.88932,-4.41087,-2.36865,-2.25046,-1.37025,Q5JTV8;J3KN66;H0YD16;A0A0A0MSK5;Q5JTV8-2;Q5JTV8-3,TOIP1_HUMAN,Q5JTV8,Torsin-1A-interacting protein 1
LRRC41,Nucleus,-2.07325,-1.86126,-1.00857,-2.23803,-0.602594,-3.20888,0.747709,-1.21565,-4.05668,-2.25373,-2.18311,-1.66605,Q15345;Q15345-3;A0A0B4J2G4;A0A087X0S7;A0A087WTU1,LRC41_HUMAN,Q15345,Leucine-rich repeat-containing protein 41
ERH,Nucleus,-2.24962,-1.69994,-1.33656,-2.1242,-1.14823,-2.69423,1.29109,-1.50992,-3.91764,-2.35932,-1.9158,-1.46849,P84090;G3V279,ERH_HUMAN,P84090,Enhancer of rudimentary homolog
NUP98,Nucleus,-2.25611,-1.27466,-1.2693,-2.55477,-1.40247,-2.73218,1.34539,-1.80562,-3.83316,-2.34979,-2.24643,-1.4194,P52948;P52948-2;P52948-3;P52948-4;P52948-5;P52948-6;H0YEN4;H0YDA1;H0YCR0;A0A8V8TRC7;A0A8V8TRD0;A0A8V8TQF7;A0A8V8TQG5;A0A8V8TR21;A0A8V8TR23;A0A8V8TPX4;A0A3B3ITD8,NUP98_HUMAN,P52948-2,"Isoform of P52948, Isoform 2 of Nuclear pore complex protein Nup98-Nup96"
HNRNPA3,Nucleus,-2.23951,-1.56337,-0.894224,-2.34982,-1.4076,-3.01671,1.06078,-1.09865,-4.03983,-2.38443,-1.93516,-1.53249,P51991;P51991-2;A0A7I2V2R3;A0A7I2V4G0;A0A7I2V4J6;A0A7I2V5D8,ROA3_HUMAN,P51991-2,"Isoform of P51991, Isoform 2 of Heterogeneous nuclear ribonucleoprotein A3"
