T: T: Genes,C: Winner INF,endosome-vesicle,protein-complex,PM,ER,Cytoplasm,Mitochondria,Nucleus,Translation,Lysosome,Peroxisome,Golgi apparatus,LD,T: T: Protein Ids,T: T: Protein Names,T: T: Protein Group,T: T: First Protein Description
GTF2I,Nucleus,-1.61275,-1.38281,-1.15623,-2.15503,-1.11652,-1.77711,0.197191,-1.17447,-4.93182,-3.10893,-2.85853,-1.20027,P78347;C9J6M0;A0A494C1K3;P78347-2;P78347-3;P78347-4;P78347-5;A0A8I5KVB5,GTF2I_HUMAN,P78347;P78347-2;P78347-3;P78347-4,General transcription factor II-I
NUP50,Nucleus,-1.50778,-1.55315,-1.34033,-2.0033,-1.22364,-1.36185,0.423727,-1.21978,-4.9369,-2.88803,-2.55455,-1.1965,Q9UKX7;Q9UKX7-2,NUP50_HUMAN,Q9UKX7-2,"Isoform of Q9UKX7, Isoform 2 of Nuclear pore complex protein Nup50"
USP39,Nucleus,-1.8769,-1.66179,-1.74686,-2.48633,-1.30206,-1.00614,0.707045,-1.66615,-4.62371,-2.71957,-2.63752,-1.30875,Q53GS9;B9A018;Q53GS9-2;Q53GS9-3;A0A087X1B2,SNUT2_HUMAN,Q53GS9,U4/U6.U5 tri-snRNP-associated protein 2
ADAR,Nucleus,-1.78122,-1.87358,-1.534,-3.82936,-1.43846,-0.658574,1.29775,-1.30413,-4.67372,-2.64851,-2.43298,-1.20432,P55265;A0A7P0Z4K3;A0A7P0Z4F9;A0A3B3IRQ9;A0A3B3ISU1;A0A3B3ISX1;P55265-2;P55265-3;P55265-4;P55265-5,DSRAD_HUMAN,P55265;P55265-2;P55265-3;P55265-4,Double-stranded RNA-specific adenosine deaminase
NUP107,Nucleus,-1.68943,-1.697,-1.31067,-3.86677,-1.19699,-1.13235,1.03333,-1.22195,-4.81675,-2.76741,-2.50269,-1.30751,P57740;P57740-2;P57740-3,NU107_HUMAN,P57740;P57740-3,Nuclear pore complex protein Nup107
HNRNPC;RALYL,Nucleus,-1.61517,-1.7371,-1.291,-3.72641,-1.11571,-0.717878,0.92025,-1.22938,-4.82311,-2.75924,-2.49945,-1.26409,P07910;Q86SE5;B4DY08;B4DSU6;G3V5X6;G3V555;G3V575;G3V576;G3V4W0;G3V4C1;G3V4M8;G3V2Q1;G3V3K6;G3V251;G3V2H6;P07910-2;P07910-4;Q86SE5-3;B3KT61;E5RG71,HNRPC_HUMAN;RALYL_HUMAN,P07910-2;Q86SE5;Q86SE5-3,"Isoform of P07910, Isoform C1 of Heterogeneous nuclear ribonucleoproteins C1/C2"
MYEF2,Nucleus,-1.73701,-1.9574,-1.28407,-3.12022,-1.16199,-0.378721,0.798934,-1.48791,-4.74079,-2.73581,-2.36677,-1.36562,Q9P2K5;A0A0A0MQW0;A0A0A0MR39;Q9P2K5-2;A0A087WUT0,MYEF2_HUMAN,Q9P2K5,Myelin expression factor 2
RBM39,Nucleus,-1.84407,-1.33983,-1.71835,-3.20822,-1.38386,-0.688827,0.712161,-1.33752,-4.69133,-2.6533,-2.51282,-1.25267,Q14498;A0A0U1RQH7;Q14498-2;Q14498-3;H0Y4X3;G3XAC6;Q5QP23,RBM39_HUMAN,Q14498;Q14498-2,RNA-binding protein 39
DDX24,Nucleus,-1.79978,-1.46728,-1.63654,-2.88172,-1.46209,-0.764545,0.953294,-1.20495,-4.82572,-2.59554,-2.30099,-1.29928,Q9GZR7;G3V529;Q9GZR7-2;A0A1W2PRR2;F5GYL3;A0A087WXU8,DDX24_HUMAN,Q9GZR7,ATP-dependent RNA helicase DDX24
NUP98,Nucleus,-1.5371,-1.31734,-1.42743,-3.01912,-1.21356,-1.17562,0.965466,-1.08162,-4.77864,-2.75156,-2.39748,-1.15313,P52948;P52948-2;P52948-3;P52948-4;P52948-5;P52948-6;H0YEN4;H0YDA1;H0YCR0;A0A8V8TRC7;A0A8V8TRD0;A0A8V8TQF7;A0A8V8TQG5;A0A8V8TR21;A0A8V8TR23;A0A8V8TPX4;A0A3B3ITD8,NUP98_HUMAN,P52948-2,"Isoform of P52948, Isoform 2 of Nuclear pore complex protein Nup98-Nup96"
RANBP2,Nucleus,-1.55836,-1.28176,-1.34674,-3.06493,-1.17207,-0.738287,0.570405,-1.18475,-4.93879,-2.74665,-2.55639,-1.19789,P49792;F8WBP7;A0A8V8TL79,RBP2_HUMAN,P49792,E3 SUMO-protein ligase RanBP2
SNRPA;SNRPB2,Nucleus,-1.45617,-1.25553,-1.4812,-3.14575,-1.07603,-0.261767,0.769666,-1.12278,-4.73297,-2.53781,-2.33968,-1.13499,P08579;P09012;M0R0G9;M0R2B8;M0R221;M0R268;M0QXK2;M0QZG7,RU2B_HUMAN;SNRPA_HUMAN,P08579;P09012,U2 small nuclear ribonucleoprotein B''
SNRPG;SNRPGP15,Nucleus,-1.58325,-1.32621,-1.62769,-3.64968,-1.17769,-0.17386,1.06514,-1.15948,-4.69978,-2.52385,-2.33277,-1.13633,A8MWD9;P62308;C9JVQ0;Q49AN9;F5H013,RUXGL_HUMAN;RUXG_HUMAN,A8MWD9;P62308,Putative small nuclear ribonucleoprotein G-like protein 15
NCOR2,Nucleus,-1.71712,-1.02849,-0.944277,-2.29266,-1.19117,-2.30779,0.0654662,-1.16948,-4.13735,-1.87323,-1.87676,-1.17856,Q9Y618;C9J7T7;C9J0Q5;C9JQE8;C9JE98;A0A384DVL6;Q9Y618-4;Q9Y618-5,NCOR2_HUMAN,Q9Y618;Q9Y618-4;Q9Y618-5,Nuclear receptor corepressor 2
THOC3,Nucleus,-1.29619,-1.08633,-1.49879,-2.95376,-1.7401,-2.24394,0.963961,-1.86599,-3.86491,-2.01069,-1.57099,-1.40551,Q96J01;D6RGZ2;Q96J01-2,THOC3_HUMAN,Q96J01,THO complex subunit 3
NXF1,Nucleus,-1.99471,-1.52857,-1.87409,-2.91717,-1.24741,-1.65684,0.91358,-0.815052,-4.29609,-2.43217,-1.45242,-1.07765,Q9UBU9;E9PIN3,NXF1_HUMAN,Q9UBU9,Nuclear RNA export factor 1
ILF3,Nucleus,-2.07589,-1.45794,-2.46055,-2.87202,-1.69235,-1.30194,0.83307,-1.20691,-4.25103,-2.34483,-2.27744,-1.22037,Q12906;Q12906-4;Q12906-5;Q12906-6;Q12906-7;Q12906-2;Q12906-3;K7EQR9,ILF3_HUMAN,Q12906-7,"Isoform of Q12906, Isoform 7 of Interleukin enhancer-binding factor 3"
IFI16,Nucleus,-2.05791,-1.49179,-2.72165,-2.69881,-1.52832,-2.34809,0.705023,-0.551417,-3.91977,-2.52942,-1.96229,-1.15542,Q16666;H3BR88;H3BR65;Q16666-2;Q16666-3;Q16666-6,IF16_HUMAN,Q16666;Q16666-2;Q16666-3,Gamma-interferon-inducible protein 16
ILF3;STRBP,Nucleus,-2.05773,-1.61283,-2.50431,-2.68936,-1.5335,-2.01237,1.00639,-0.828579,-4.15859,-2.50986,-2.1383,-1.38656,Q96SI9;Q12906;Q12906-4;Q12906-5;Q12906-6;Q12906-7;Q12906-2;Q12906-3;Q96SI9-2,ILF3_HUMAN;STRBP_HUMAN,Q12906-7;Q96SI9;Q96SI9-2,"Isoform of Q12906, Isoform 7 of Interleukin enhancer-binding factor 3"
ILF2,Nucleus,-2.04772,-1.57863,-2.62877,-3.16708,-1.42859,-2.66416,1.16721,-0.837958,-4.03036,-2.59438,-1.89081,-1.16631,Q12905;B4DY09,ILF2_HUMAN,Q12905,Interleukin enhancer-binding factor 2
POP1,Nucleus,-2.03975,-1.59867,-2.25383,-3.27947,-1.97624,-1.96645,1.58667,-1.01212,-4.3131,-2.19621,-1.81748,-1.2897,Q99575,POP1_HUMAN,Q99575,Ribonucleases P/MRP protein subunit POP1
NELFA,Nucleus,-2.06858,-1.6771,-2.47942,-2.59105,-1.89026,-1.78992,0.130849,-0.580087,-3.87407,-1.64442,-1.56668,-1.41796,Q9H3P2;C9JHL4;C9JEM7;H0Y3X6;H7C2C7;H7C0W2;A0A0C4DFX9,NELFA_HUMAN,Q9H3P2,Negative elongation factor A
PABPN1,Nucleus,-2.08912,-1.9042,-2.39542,-2.58483,-1.86337,-2.17904,0.59449,0.049867,-3.95503,-2.7566,-1.47657,-1.0705,Q86U42;Q92843-2;Q86U42-2;A0A7I2V383,PABP2_HUMAN,Q86U42;Q86U42-2,Polyadenylate-binding protein 2
RPP30,Nucleus,-1.335,-2.22691,-2.39575,-3.47361,-0.9454,-1.84387,0.940224,-2.34488,-3.74053,-2.12163,-1.45252,-1.2174,P78346;Q5VU10;P78346-2,RPP30_HUMAN,P78346;P78346-2,Ribonuclease P protein subunit p30
EXOSC1,Nucleus,-2.11758,-2.15654,-2.13194,-3.2348,-1.06643,-1.37689,1.69816,-2.18608,-4.23958,-2.21868,-2.03294,-1.27305,Q9Y3B2;R4GNH9;R4GMQ7;B1AMU3;B1AMU4,EXOS1_HUMAN,Q9Y3B2,Exosome complex component CSL4
GTPBP4,Nucleus,-2.15467,-1.6479,-2.54552,-3.05638,-1.26593,-1.41658,1.34265,-2.16286,-4.03752,-1.86895,-1.98563,-1.16308,Q9BZE4;Q9BZE4-2;Q9BZE4-3,GTPB4_HUMAN,Q9BZE4;Q9BZE4-3,GTP-binding protein 4
HDGFL2,Nucleus,-1.90487,-1.63659,-2.15188,-2.42694,-1.49111,-1.61913,1.22298,-1.9041,-4.32349,-2.33675,-1.46652,-1.22161,Q7Z4V5;Q7Z4V5-2;Q7Z4V5-3;Q7Z4V5-4;K7ERA4,HDGR2_HUMAN,Q7Z4V5,Hepatoma-derived growth factor-related protein 2
DDX39A;DDX39B,Nucleus,-1.96594,-1.13078,-2.25645,-2.91007,-1.02603,-1.64579,0.494237,-1.77095,-4.50761,-2.57519,-1.85066,-1.25492,Q13838;O00148;Q13838-2;Q5STU3;H0Y400;A0A140T9X3;A0A0G2JJZ9,DX39A_HUMAN;DX39B_HUMAN,O00148;Q13838,ATP-dependent RNA helicase DDX39A
DDX39A,Nucleus,-1.94377,-1.38262,-2.26996,-2.52943,-0.732584,-1.81013,0.349533,-1.87247,-4.48889,-2.63107,-1.88137,-1.25504,O00148;A0A0D9SEM9;K7EQN7;O00148-2;O00148-3,DX39A_HUMAN,O00148,ATP-dependent RNA helicase DDX39A
CTNNBL1,Nucleus,-1.76547,-1.94936,-1.51514,-4.61868,-1.24708,-0.184954,0.687449,-1.37484,-4.38752,-2.32251,-2.18621,-1.37058,Q8WYA6;Q8WYA6-2;Q8WYA6-3;Q8WYA6-4;A0A087WUB9,CTBL1_HUMAN,Q8WYA6;Q8WYA6-3,Beta-catenin-like protein 1
BOP1,Nucleus,-1.7664,-2.13026,-1.48368,-4.3328,-1.16234,-0.641695,1.07287,-1.34514,-4.48626,-2.68516,-2.40362,-1.37519,Q14137;Q14137-2,BOP1_HUMAN,Q14137,Ribosome biogenesis protein BOP1
LMNA;LMNB1;LMNB2,Nucleus,-1.73805,-2.12052,-1.34278,-4.64955,-1.16858,-0.629132,1.12222,-1.35083,-4.39825,-2.42254,-2.13745,-1.42896,P02545;P20700;Q03252;P02545-2;P02545-3;P02545-4;P02545-5;P02545-6;Q5TCI8;A0A6Q8PFJ0;A0A6Q8PHQ9;E9PBF6;Q3BDU5;A0A804HL68,LMNA_HUMAN;LMNB1_HUMAN;LMNB2_HUMAN,P02545;P02545-2;P20700;Q03252,Prelamin-A/C
CTNNBL1,Nucleus,-1.60238,-2.16971,-1.34355,-4.33772,-1.67625,-1.77617,1.55468,-1.30168,-3.90188,-2.09577,-1.56527,-1.51231,Q8WYA6;Q8WYA6-4;A2A2P1;A0A087WUB9,CTBL1_HUMAN,Q8WYA6,Beta-catenin-like protein 1
SNRPB;SNRPN,Nucleus,-1.79162,-1.9425,-1.45945,-4.56557,-1.41138,-1.76641,1.79206,-1.22074,-4.62659,-2.66746,-2.23788,-1.35854,P14678;P63162;P14678-3;P14678-2;P63162-2;J3QLE5,RSMB_HUMAN;RSMN_HUMAN,P14678;P14678-2;P14678-3;P63162;P63162-2,Small nuclear ribonucleoprotein-associated proteins B and B'
LMNB1;LMNB2,Nucleus,-1.79317,-2.05533,-1.41641,-4.89227,-1.46397,-1.79384,1.8663,-1.1709,-4.48793,-2.56299,-2.17793,-1.39478,P20700;Q03252,LMNB1_HUMAN;LMNB2_HUMAN,P20700;Q03252,Lamin-B1
NSA2,Nucleus,-1.85844,-2.13512,-1.50003,-4.94907,-1.58546,-1.75439,1.80018,-0.976731,-4.33804,-2.51311,-2.13072,-1.36141,O95478;H0YAI9;A0A0A0MQZ6,NSA2_HUMAN,O95478,Ribosome biogenesis protein NSA2 homolog
LMNB1,Nucleus,-1.72163,-1.78197,-1.46928,-4.56667,-1.32821,-1.11747,1.54881,-1.13781,-4.6463,-2.56989,-2.33679,-1.30153,P20700,LMNB1_HUMAN,P20700,Lamin-B1
PRPF31,Nucleus,-1.88693,-1.79993,-1.52718,-4.31469,-1.56258,-1.66134,1.48402,-1.25049,-4.52804,-2.52221,-2.23704,-1.34343,Q8WWY3;E7EVX8,PRP31_HUMAN,Q8WWY3,U4/U6 small nuclear ribonucleoprotein Prp31
ADAR,Nucleus,-1.89091,-1.98951,-1.53868,-4.06151,-1.68536,-1.32829,1.49249,-1.31329,-4.46564,-2.4993,-2.28464,-1.24665,P55265;A0A7P0Z4K3;A0A7P0Z4F9;A0A3B3ISU1;P55265-4;P55265-5,DSRAD_HUMAN,P55265;P55265-4,Double-stranded RNA-specific adenosine deaminase
LMNB2,Nucleus,-1.7375,-2.10255,-1.31809,-4.28718,-1.26253,-1.64629,1.52471,-1.31741,-4.65226,-2.70501,-2.27128,-1.38355,Q03252,LMNB2_HUMAN,Q03252,Lamin-B2
SRSF7,Nucleus,-1.78913,-2.00526,-1.37508,-4.21226,-1.39804,-1.88824,1.65217,-1.20389,-4.65656,-2.72335,-2.29777,-1.37725,Q16629;Q16629-2;Q16629-3;Q16629-4;C9JAB2;A0A0B4J1Z1,SRSF7_HUMAN,Q16629;Q16629-2;Q16629-3;Q16629-4,Serine/arginine-rich splicing factor 7
H2BC10;H2BC12;H2BC14;H2BC15;H2BC18;H2BC26;H2BC5;H2BC9,Nucleus,-1.72948,-2.11503,-1.33493,-3.99166,-1.28707,-1.84215,1.6076,-1.34929,-4.69106,-2.75801,-2.25371,-1.37868,Q99879;P57053;Q6DN03;Q5QNW6;Q16778;P62807;O60814;P23527;Q6DRA6;Q99880;Q99877;P06899;P33778;Q93079;P58876;Q8N257;U3KQK0;Q5QNW6-2,H2B1C_HUMAN;H2B1D_HUMAN;H2B1H_HUMAN;H2B1K_HUMAN;H2B1M_HUMAN;H2B1N_HUMAN;H2B2F_HUMAN;H2B3B_HUMAN,O60814;P58876;P62807;Q5QNW6;Q5QNW6-2;Q8N257;Q93079;Q99877;Q99879,Histone H2B type 1-K
RBMXL1,Nucleus,-1.80821,-2.13103,-1.60355,-3.74561,-0.618364,-2.94034,0.886453,-1.15703,-3.90306,-2.36465,-1.53505,-1.40387,Q96E39;A0A1B0GUK8,RMXL1_HUMAN,Q96E39,"RNA binding motif protein, X-linked-like-1"
KHDRBS3,Nucleus,-1.30722,-2.04655,-1.39835,-3.79283,-1.44796,-2.9972,0.988378,-1.04134,-3.64627,-2.21138,-1.49351,-1.44129,O75525;O75525-2;E5RJZ9;E5RHD3;E5RG12,KHDR3_HUMAN,O75525;O75525-2,"KH domain-containing, RNA-binding, signal transduction-associated protein 3"
DDX50,Nucleus,-1.80812,-1.55722,-1.48979,-2.69092,-1.21575,-2.78205,1.00766,-1.06204,-4.25685,-2.64008,-2.43767,-1.35179,Q9BQ39,DDX50_HUMAN,Q9BQ39,ATP-dependent RNA helicase DDX50
SRRT,Nucleus,-1.74228,-1.53588,-1.36096,-2.64916,-1.32277,-2.89873,1.43059,-1.16142,-4.52872,-3.2859,-2.46004,-1.25581,Q9BXP5;H7C3A1;Q9BXP5-2;Q9BXP5-3;Q9BXP5-4;Q9BXP5-5,SRRT_HUMAN,Q9BXP5;Q9BXP5-2;Q9BXP5-3;Q9BXP5-4;Q9BXP5-5,Serrate RNA effector molecule homolog
TMPO,Nucleus,-1.61334,-1.54958,-1.28775,-2.49533,-1.31819,-2.05901,1.06697,-1.20726,-4.84287,-2.91084,-2.48523,-1.28773,P42166;H0YJH7;P42167-2;P42167-3;G5E972;P42167,LAP2A_HUMAN;LAP2B_HUMAN,P42166;P42167,"Lamina-associated polypeptide 2, isoform alpha"
DDX17,Nucleus,-1.93744,-1.45942,-1.45364,-3.82451,-1.6134,-1.71287,1.27827,-0.885813,-4.48212,-2.73025,-2.358,-1.14679,Q92841;A0A1X7SBZ2;Q92841-1;Q92841-2,DDX17_HUMAN,Q92841,Probable ATP-dependent RNA helicase DDX17
NUP85,Nucleus,-1.57712,-1.42842,-1.53057,-3.27261,-1.36199,-1.23067,1.46463,-1.15802,-4.7093,-2.61521,-2.17661,-1.22591,Q9BW27;J3KRC0;J3KT10;J3KSH3,NUP85_HUMAN,Q9BW27,Nuclear pore complex protein Nup85
RFC4,Nucleus,-1.88954,-1.71703,-1.82438,-3.34739,-1.47514,-1.5892,1.51552,-1.06262,-4.56432,-2.83574,-2.03501,-1.24711,P35249;H7C1P0,RFC4_HUMAN,P35249,Replication factor C subunit 4
CSTF2;CSTF2T,Nucleus,-1.83025,-1.75883,-1.73222,-3.19781,-1.58176,-2.19144,1.91113,-1.36465,-4.5236,-2.59958,-1.89414,-1.28014,Q9H0L4;P33240;E7EWR4;E9PID8;P33240-2,CSTF2_HUMAN;CSTFT_HUMAN,P33240;P33240-2;Q9H0L4,Cleavage stimulation factor subunit 2
NUP93,Nucleus,-1.78339,-1.65602,-1.61636,-3.44209,-1.52599,-2.02791,1.70134,-1.13724,-4.65512,-2.65092,-1.97692,-1.29939,Q8N1F7;H3BVG0;H3BPA9;Q8N1F7-2,NUP93_HUMAN,Q8N1F7,Nuclear pore complex protein Nup93
UBTF,Nucleus,-1.75842,-1.77423,-1.54439,-3.36539,-1.52376,-2.0417,1.71057,-1.10569,-4.53274,-2.66494,-2.12815,-1.27954,P17480;P17480-2;E9PMM2;E9PKP7,UBF1_HUMAN,P17480;P17480-2,Nucleolar transcription factor 1
HNRNPH1;HNRNPH2;HNRNPH3,Nucleus,-1.85069,-1.47999,-1.61118,-3.83602,-1.25428,-1.69315,1.45145,-1.36877,-4.78628,-2.82036,-2.25827,-1.26497,P31942;P31943;P55795;G8JLB6;D6RIT2;D6RIU0;D6RJ04;D6RIH9;D6RFM3;D6RBM0;D6RAM1;D6RDU3;H0YAQ2;P31942-2;D6R9T0;E9PCY7;E5RGH4;E5RGV0,HNRH1_HUMAN;HNRH2_HUMAN;HNRH3_HUMAN,P31942;P31942-2;P31943;P55795,Heterogeneous nuclear ribonucleoprotein H3
RBM17,Nucleus,-1.67347,-1.75187,-1.42086,-3.67199,-1.39892,-1.62513,1.73165,-1.22484,-4.75114,-2.72195,-2.2796,-1.2809,Q96I25;H0Y6J6;Q5W010;Q5W011;Q5W012,SPF45_HUMAN,Q96I25,Splicing factor 45
DDX46,Nucleus,-1.79081,-1.74667,-1.47263,-3.55876,-1.44105,-1.73475,1.63405,-1.18436,-4.74232,-2.7601,-2.25752,-1.30719,Q7L014;A0A0C4DG89,DDX46_HUMAN,Q7L014,Probable ATP-dependent RNA helicase DDX46
TMPO,Nucleus,-1.69151,-1.89092,-1.34814,-3.41852,-1.35091,-1.90836,1.52066,-1.25742,-4.76383,-2.84262,-2.35432,-1.33372,H0YJH7;P42167-2;G5E972;P42167,LAP2B_HUMAN,P42167,"Isoform of P42166, Lamina-associated polypeptide 2, isoforms beta/gamma"
HNRNPL,Nucleus,-1.66068,-1.942,-1.28961,-3.55276,-1.20888,-1.44178,1.29717,-1.30807,-4.80039,-2.82955,-2.39468,-1.32227,P14866,HNRPL_HUMAN,P14866,Heterogeneous nuclear ribonucleoprotein L
DDX17,Nucleus,-1.98427,-1.65781,-1.86498,-3.06611,-1.58542,-2.1737,1.51584,-1.06915,-4.46302,-2.79645,-2.12359,-1.23064,Q92841;A0A5H1ZRQ2;A0A1X7SBZ2;Q92841-1;Q92841-2;Q92841-3,DDX17_HUMAN,Q92841;Q92841-3,Probable ATP-dependent RNA helicase DDX17
DDX17;DDX5,Nucleus,-1.96316,-1.56518,-1.97859,-2.76614,-1.46709,-2.04561,1.28253,-1.11076,-4.41108,-2.83537,-2.15727,-1.29138,P17844;Q92841;J3KRZ1;J3KTA4;A0A5H1ZRQ2;A0A1X7SBZ2;Q92841-1;Q92841-2;Q92841-3;P17844-2;J3QRQ7;A0A0G2JLI4;A0A7I2V2S0;A0A7I2V507;A0A7I2V5F5,DDX17_HUMAN;DDX5_HUMAN,P17844;Q92841;Q92841-3,Probable ATP-dependent RNA helicase DDX5
DDX5,Nucleus,-1.97397,-1.51894,-2.06208,-3.01198,-1.6344,-1.671,1.30935,-0.869531,-4.45785,-2.58975,-2.15689,-1.31634,P17844;J3KTA4;J3KTQ4;X6RLV5;P17844-2;J3QR02;J3QRQ7;A0A7I2V2S0;A0A7I2V507,DDX5_HUMAN,P17844,Probable ATP-dependent RNA helicase DDX5
TOP2A;TOP2B,Nucleus,-1.6683,-2.13074,-1.41994,-2.70903,-1.31876,-1.95769,1.71509,-1.50615,-4.64573,-2.86457,-2.15162,-1.3639,P11388;Q02880;P11388-2;P11388-3;P11388-4;A0A8V8TPE3;A0A8V8TP20;A0A8V8TN33;E9PCY5;Q02880-2,TOP2A_HUMAN;TOP2B_HUMAN,P11388;P11388-2;P11388-3;P11388-4;Q02880;Q02880-2,DNA topoisomerase 2-alpha
MTREX,Nucleus,-1.80598,-1.76717,-1.47187,-2.67038,-1.39695,-1.91868,1.36618,-1.37754,-4.77937,-2.79798,-2.35859,-1.37178,P42285,MTREX_HUMAN,P42285,Exosome RNA helicase MTR4
SNRPA,Nucleus,-1.59529,-1.6737,-1.47207,-2.7212,-1.47348,-1.76513,1.6322,-1.20529,-4.73076,-2.72192,-2.15379,-1.26237,P09012;M0R2B8;M0R221;M0R268;M0QXK2;M0QZG7,SNRPA_HUMAN,P09012,U1 small nuclear ribonucleoprotein A
PRPF31,Nucleus,-1.92335,-1.84395,-1.68105,-3.26706,-1.34587,-2.30689,1.55292,-1.39995,-4.68964,-2.76896,-2.22691,-1.35444,Q8WWY3;Q8WWY3-2;Q8WWY3-3;Q8WWY3-4,PRP31_HUMAN,Q8WWY3;Q8WWY3-3,U4/U6 small nuclear ribonucleoprotein Prp31
IWS1,Nucleus,-1.78324,-1.92927,-1.54018,-3.34921,-1.26548,-2.09618,1.60882,-1.47708,-4.75256,-2.84265,-2.21156,-1.33465,Q96ST2;Q96ST2-2;Q96ST2-3;A0A1B0GW95;H7C0U1,IWS1_HUMAN,Q96ST2;Q96ST2-2;Q96ST2-3,Protein IWS1 homolog
API5,Nucleus,-1.83744,-1.86062,-1.71792,-2.99159,-1.21359,-2.23837,1.62457,-1.43516,-4.67394,-2.82291,-2.00724,-1.37958,Q9BZZ5-2;Q9BZZ5-5,API5_HUMAN,Q9BZZ5-2,"Isoform of Q9BZZ5, Isoform 2 of Apoptosis inhibitor 5"
PUF60,Nucleus,-1.85242,-2.02619,-1.69411,-2.885,-1.35543,-2.25106,1.78109,-1.27545,-4.58536,-2.89666,-2.02474,-1.36939,Q9UHX1;H0YEM1;A0A0J9YVP6;A0A0J9YVR6;A0A0J9YWM1;A0A0J9YXJ8;A0A0J9YXX5;A0A0J9YYL3;E9PQ56;E9PN18;E9PMU7;E9PL19;Q9UHX1-2;Q9UHX1-3;Q9UHX1-4;Q9UHX1-5;Q9UHX1-6,PUF60_HUMAN,Q9UHX1;Q9UHX1-6,Poly(U)-binding-splicing factor PUF60
ACTL6A,Nucleus,-1.82189,-1.71425,-1.56305,-2.75594,-1.17254,-2.35972,1.40005,-1.54589,-4.81582,-2.90587,-2.25691,-1.30796,O96019;H7C5S0,ACL6A_HUMAN,O96019,Actin-like protein 6A
FOXK1,Nucleus,-2.04872,-0.89806,-1.74166,-3.65924,-1.75107,-1.4789,0.871122,-1.14389,-4.51244,-2.30388,-1.8164,-1.14497,P85037;P85037-2,FOXK1_HUMAN,P85037,Forkhead box protein K1
TP53BP1,Nucleus,-1.80376,-1.30914,-1.85595,-3.68289,-0.963083,-2.1208,0.78054,-1.55676,-4.5148,-2.70121,-1.7474,-1.25099,Q12888;Q12888-2;Q12888-3;A6NNK5;M0R142,TP53B_HUMAN,Q12888;Q12888-2;Q12888-3,TP53-binding protein 1
KDM3B,Nucleus,-1.8736,-1.23339,-1.77672,-3.94671,-1.17203,-1.85434,0.923884,-1.30806,-4.68428,-2.69491,-1.88302,-1.34499,Q7LBC6;Q7LBC6-2;Q7LBC6-3,KDM3B_HUMAN,Q7LBC6,Lysine-specific demethylase 3B
NOP56,Nucleus,-1.69478,-1.01103,-1.24472,-3.57351,-1.26753,-1.60187,0.961779,-1.33195,-4.38499,-3.01761,-2.02124,-1.20985,O00567;H0YDU4;H0Y653;A0A494C128,NOP56_HUMAN,O00567,Nucleolar protein 56
SRSF1;SRSF9,Nucleus,-1.69475,-1.92037,-1.41816,-2.14853,-1.22131,-2.28511,1.43974,-1.39511,-4.72658,-3.02651,-2.19663,-1.38133,Q13242;Q07955;J3KTL2;Q07955-2;Q07955-3;S4R3G0,SRSF1_HUMAN;SRSF9_HUMAN,Q07955;Q13242,Serine/arginine-rich splicing factor 1
NUP107,Nucleus,-1.63258,-1.99876,-1.61481,-1.79459,-1.52559,-2.37352,1.59221,-1.4122,-4.59517,-2.80794,-2.01238,-1.35536,P57740;G3V1T4,NU107_HUMAN,P57740,Nuclear pore complex protein Nup107
FBL,Nucleus,-1.86673,-2.3841,-1.77663,-1.99921,-1.70828,-2.48015,1.41919,-1.80344,-4.43977,-2.59663,-2.09339,-1.1922,P22087;M0R1H0;M0R0P1;M0R2Q4;M0R2U2;M0R2B0;M0R299;M0QXL5,FBRL_HUMAN,P22087,rRNA 2'-O-methyltransferase fibrillarin
LMNA,Nucleus,-1.79966,-2.32112,-1.53626,-2.71347,-1.28771,-2.643,1.40203,-1.58841,-4.39203,-2.78701,-1.99092,-1.46577,P02545;P02545-3;P02545-4;P02545-5;P02545-6;A0A6Q8PFJ0,LMNA_HUMAN,P02545,Prelamin-A/C
WDR5,Nucleus,-1.82973,-1.85221,-1.78329,-2.10279,-1.28418,-3.09565,1.39635,-1.30455,-4.47047,-2.92241,-1.94409,-1.36772,P61964,WDR5_HUMAN,P61964,WD repeat-containing protein 5
ALYREF,Nucleus,-1.74542,-2.09784,-1.7126,-2.15369,-1.51115,-2.84066,1.82346,-1.40252,-4.45405,-2.85064,-1.92579,-1.38013,Q86V81;E9PB61,THOC4_HUMAN,Q86V81,THO complex subunit 4
H1-4,Nucleus,-1.75226,-2.02766,-1.78884,-2.42205,-1.67031,-2.6341,2.02346,-1.37121,-4.3888,-2.62666,-1.72104,-1.38098,P10412,H14_HUMAN,P10412,Histone H1.4
NUP85,Nucleus,-1.67639,-1.79987,-1.64649,-2.48895,-1.60448,-2.36015,1.95881,-1.29716,-4.52676,-2.69109,-1.87776,-1.31581,Q9BW27;J3KS87;J3KT10;J3QL91;J3QL54;J3QLH0;Q9BW27-2;Q9BW27-3;J3QS63;F5H0W7,NUP85_HUMAN,Q9BW27;Q9BW27-2,Nuclear pore complex protein Nup85
RBM14,Nucleus,-1.69776,-1.94261,-1.64434,-2.46406,-1.63908,-2.34266,1.8324,-1.28384,-4.56477,-2.69308,-1.95314,-1.35156,Q96PK6,RBM14_HUMAN,Q96PK6,RNA-binding protein 14
